Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Borawli,https://volcano.si.edu/gallery/photos/GVP-11174.jpg,Lava dome(s),Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"875 m, 2871 ft",11.63°N,41.45°E,,,,
Boring Lava,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1236 m, 4055 ft",45.3°N,122.5°W,,,,
Bosavi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,"2397 m, 7864 ft",6.58°S,142.82°E,,,,
Bouillante Chain,https://volcano.si.edu/includes/images/noimage.jpg,Maar(s),France,Volcanic Region,West Indies,pleistocene,Pleistocene,"420 m, 1378 ft",16.12°N,61.75°W,,,,
Bowie Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Canada,Volcanic Region,Pacific Ocean (northern),pleistocene,Pleistocene,"-30 m, -98 ft",53.3°N,135.65°W,,,,
Brabant Island,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"2522 m, 8274 ft",64.28°S,62.33°W,,,,
Broken Top,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2797 m, 9177 ft",44.08°N,121.7°W,,,,
Brontona Island,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,"Unknown,  ",46.721°N,150.733°E,,,,
Brown Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2228 m, 7310 ft",42.365°N,122.27°W,,,,
Bruntal Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Czech Republic,Volcanic Region,Western Europe,pleistocene,Pleistocene,"780 m, 2559 ft",49.88°N,17.475°E,0,377,7083,95288
Brushy Butte,https://volcano.si.edu/gallery/photos/GVP-06604.jpg,Shield,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"1168 m, 3832 ft",41.178°N,121.445°W,,,,
Buduli,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1477 m, 4846 ft",56.4°N,158.7°E,,,,
"Buena Vista, Cerro",https://volcano.si.edu/gallery/photos/GVP-10775.jpg,Stratovolcano,El Salvador,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,"750 m, 2461 ft",13.25°N,88.15°W,,,,
Buffalo Valley,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (Nevada),pleistocene,Pleistocene,"1750 m, 5741 ft",40.35°N,117.3°W,,,,
Bundaberg-Boyne Province,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Australia,Volcanic Region,Australia,pleistocene,Pleistocene,"330 m, 1083 ft",25.58°S,151.87°E,,,,
Burfell,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,Volcanic Region,Iceland (northeastern),pleistocene,Pleistocene,"953 m, 3127 ft",65.55°N,16.65°W,,,,
Buriram,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",15°N,103°E,,,,
Burko,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Tanzania,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"2136 m, 7008 ft",3.3°S,36.22°E,,,,
Burney Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2397 m, 7864 ft",40.806°N,121.628°W,,,,
Bursey,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"2787 m, 9144 ft",76°S,132.67°W,,,,
"Cacahuatique, Cerro",https://volcano.si.edu/gallery/photos/GVP-07212.jpg,Stratovolcano,El Salvador,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,"1500 m, 4921 ft",13.75°N,88.2°W,,,,
Cakrabuana,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1721 m, 5646 ft",7.03°S,108.13°E,,,,
"Calanterique, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Lava cone,Honduras,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,"Unknown,  ",14.6°N,87.87°W,,,,
Calpi,https://volcano.si.edu/includes/images/noimage.jpg,Tuff cone(s),Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3215 m, 10548 ft",1.634°S,78.728°W,,,,
Camargo Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1900 m, 6234 ft",27.75°N,104.42°W,,,,
Cancajanag,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Philippines,Volcanic Region,Central Philippines,pleistocene,Pleistocene,"900 m, 2953 ft",11.07°N,124.78°E,,,,
Canlancang,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1651 m, 5417 ft",6.958°S,107.95°E,,,,
"Cantaro, Volcan el",https://volcano.si.edu/gallery/photos/GVP-08586.jpg,Stratovolcano,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2920 m, 9580 ft",19.72°N,103.63°W,,,,
Cap-Vert,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Senegal,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"Unknown,  ",14.77°N,17.4°W,,,,
Capital,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,Alaska (eastern),pleistocene,Pleistocene,"2356 m, 7730 ft",62.43°N,144.12°W,,,,
Cappy Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2253 m, 7392 ft",43.31°N,121.979°W,,,,
Capur,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5216 m, 17113 ft",24.02°S,67.85°W,,,,
Caquena,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"Unknown,  ",18.07°S,69.22°W,,,,
"Caraïbes, Monts",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,France,Volcanic Region,West Indies,pleistocene,Pleistocene,"687 m, 2254 ft",15.97°N,61.68°W,,,,
"Carbets, Pitons de",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,France,Volcanic Region,West Indies,pleistocene,Pleistocene,"1196 m, 3924 ft",14.7°N,61.12°W,,,,
Caribou,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2309 m, 7575 ft",40.6°N,121.15°W,,,,
Carihuairazo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"5102 m, 16739 ft",1.404°S,78.75°W,,,,
Cariliao,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"656 m, 2152 ft",14.13°N,120.75°E,,,,
"Cariquima, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5365 m, 17602 ft",19.55°S,68.68°W,,,,
Casitagua,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3501 m, 11486 ft",0.036°S,78.48°W,,,,
Cat Hills,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (New Mexico),pleistocene,Pleistocene,"1750 m, 5741 ft",34.83°N,106.83°W,,,,
Cañapa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5630 m, 18471 ft",21.5°S,68.12°W,,,,
Central Segment,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Volcanic Region,Pacific Ocean (northern),pleistocene,Pleistocene,"-3300 m, -10827 ft",41.78°N,127.109°W,,,,
Central Slovakia,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Slovakia,Volcanic Region,Western Europe,pleistocene,Pleistocene,"1009 m, 3310 ft",48.403°N,18.877°E,,,,
Centre Hills,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United Kingdom,Volcanic Region,West Indies,pleistocene,Pleistocene,"741 m, 2431 ft",16.759°N,62.196°W,,,,
Ceyhan-Osmaniye,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Turkey,Volcanic Region,Turkey,pleistocene,Pleistocene,"424 m, 1391 ft",37°N,36.083°E,,,,
Ch'Ilalo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"4005 m, 13140 ft",7.92°N,39.27°E,,,,
Chalpatan,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3624 m, 11890 ft",0.711°N,77.784°W,,,,
Chalupas,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4812 m, 15787 ft",0.804°S,78.3°W,,,,
Cham,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Cambodia,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",12.1°N,105.6°E,,,,
Chanthaburi,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",12.5°N,102.2°E,,,,
"Chascon, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5125 m, 16814 ft",21.88°S,67.9°W,,,,
Chavycha,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1190 m, 3904 ft",56.55°N,158.65°E,,,,
Cheb Basin,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Czech Republic,Volcanic Region,Western Europe,pleistocene,Pleistocene,"585 m, 1919 ft",49.97°N,12.392°E,14959,62234,676872,8954351
Chericha,https://volcano.si.edu/gallery/photos/GVP-12577.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"1636 m, 5367 ft",6.712°N,38.085°E,0,0,10,10408
Cherny,https://volcano.si.edu/gallery/photos/GVP-12629.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1778 m, 5833 ft",56.82°N,159.67°E,,,,
Chew Bahir,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"600 m, 1969 ft",4.47°N,36.87°E,,,,
"Chi, Tarso Emi",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Chad,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"2650 m, 8694 ft",21.22°N,18.52°E,,,,
Chifeng,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,China,Volcanic Region,China (eastern),pleistocene,Pleistocene,"Unknown,  ",42.25°N,118.5°E,,,,
Chilcotin Group-North,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,Volcanic Region,Canada,pleistocene,Pleistocene,"1800 m, 5906 ft",51.45°N,122.33°W,,,,
Chilcotin Group-South,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,Volcanic Region,Canada,pleistocene,Pleistocene,"2100 m, 6890 ft",50.15°N,119.62°W,,,,
Chiltazon,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3967 m, 13015 ft",0.687°N,78.021°W,,,,
Chilung Group,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Taiwan,Volcanic Region,Taiwan,pleistocene,Pleistocene,"729 m, 2392 ft",25.08°N,121.85°E,,,,
China Hat-East Butte,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2004 m, 6575 ft",43.681°N,121.034°W,,,,
Chojagahara,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"390 m, 1280 ft",34.271°N,131.669°E,,,,
"Chopo, Cerro",https://volcano.si.edu/gallery/photos/GVP-08284.jpg,Pyroclastic cone,Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,"402 m, 1319 ft",10.472°N,85.07°W,,,,
Chott Tigri Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Morocco,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"1388 m, 4554 ft",32.92°N,1.85°W,,,,
Chubetsu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1963 m, 6440 ft",43.589°N,142.898°E,,,,
Chudleigh Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Australia,Volcanic Region,Australia,pleistocene,Pleistocene,"1000 m, 3281 ft",19.73°S,144.2°E,,,,
Chup,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Cambodia,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",11.9°N,105.82°E,,,,
Cibugis,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"613 m, 2011 ft",6.5°S,106.57°E,,,,
Cikuray,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"2784 m, 9134 ft",7.322°S,107.86°E,,,,
Cima Lava Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"1509 m, 4951 ft",35.27°N,115.75°W,,,,
Cinder Butte,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"1337 m, 4386 ft",40.87°N,121.49°W,,,,
Clayton Valley,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,USA (Nevada),pleistocene,Pleistocene,"1490 m, 4888 ft",37.82°N,117.62°W,30,39,753,41053
Cochiquito Volcanic Group,https://volcano.si.edu/gallery/photos/GVP-11467.jpg,Stratovolcano(es),Argentina,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"1435 m, 4708 ft",36.739°S,69.834°W,,,,
"Coco, Isla del",https://volcano.si.edu/gallery/photos/GVP-11568.jpg,Shield,Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,"575 m, 1886 ft",5.53°N,87.082°W,,,,
Cofrentes,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Spain,Volcanic Region,Western Europe,pleistocene,Pleistocene,"514 m, 1686 ft",39.235°N,1.064°W,,,,
Cole,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-2400 m, -7874 ft",33.411°S,179.953°E,,,,
"Colorado, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Argentina,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6049 m, 19846 ft",26.18°S,68.37°W,,,,
"Colorado, Lomas de",https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,"229 m, 751 ft",10.658°N,83.721°W,,,,
"Columbretes, Islas",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Spain,Volcanic Region,Western Europe,pleistocene,Pleistocene,"33 m, 108 ft",39.896°N,0.686°E,2738,50749,231112,2528256
Conchagua,https://volcano.si.edu/gallery/photos/GVP-07408.jpg,Stratovolcano,El Salvador,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,"1225 m, 4019 ft",13.275°N,87.845°W,1076,5575,172113,2625176
Conchaguita,https://volcano.si.edu/gallery/photos/GVP-07416.jpg,Stratovolcano,El Salvador,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,"505 m, 1657 ft",13.229°N,87.767°W,,,,
Cone-Culasi,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"959 m, 3146 ft",13.92°N,123.02°E,,,,
Copa-Ocana,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5299 m, 17385 ft",20.643°S,68.439°W,,,,
Copco Lake,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"975 m, 3199 ft",41.97°N,122.33°W,0,0,1024,8842
Copiapo,https://volcano.si.edu/gallery/photos/GVP-08517.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6052 m, 19856 ft",27.3°S,69.13°W,,,,
Corazon,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4786 m, 15702 ft",0.528°S,78.658°W,,,,
Corregidor,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"173 m, 568 ft",14.4°N,120.58°E,516,516,1517,5340
Corvo,https://volcano.si.edu/gallery/photos/GVP-12005.jpg,Stratovolcano,Portugal,Volcanic Region,Azores,pleistocene,Pleistocene,"718 m, 2356 ft",39.699°N,31.111°W,370,370,577,71942
Coso Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-06728.jpg,Lava dome(s),United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2400 m, 7874 ft",36.03°N,117.82°W,,,,
Cotacachi,https://volcano.si.edu/gallery/photos/GVP-11645.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4939 m, 16204 ft",0.364°N,78.351°W,,,,
Cowhorn Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2336 m, 7664 ft",43.4°N,122.054°W,,,,
Crary Group,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"3654 m, 11988 ft",76.767°S,117.717°W,,,,
Crater Flat,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (Nevada),pleistocene,Pleistocene,"1128 m, 3701 ft",36.77°N,116.55°W,351,1907,13731,875371
Crater Mountain,https://volcano.si.edu/gallery/photos/GVP-11712.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,"2950 m, 9678 ft",6.581°S,145.091°E,,,,
Crown Island,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,Northeast of New Guinea,pleistocene,Pleistocene,"298 m, 978 ft",5.117°S,146.952°E,40,132,2524,415432
Cuernos del Diablo,https://volcano.si.edu/gallery/photos/GVP-11542.jpg,Stratovolcano,Chile,Volcanic Region,Southern Chile and Argentina,pleistocene,Pleistocene,"1846 m, 6056 ft",41.363°S,72.005°W,,,,
Culpepper,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,"168 m, 551 ft",1.62°N,92°W,,,,
Cultus Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2060 m, 6759 ft",43.819°N,121.871°W,,,,
Cupaello,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"650 m, 2133 ft",42.43°N,12.93°E,,,,
Cupit Mary Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1879 m, 6165 ft",43.731°N,122.11°W,,,,
Curutu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5394 m, 17697 ft",23.17°S,67.07°W,,,,
Cusin,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3989 m, 13087 ft",0.127°N,78.154°W,,,,
Cutanga,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"4300 m, 14108 ft",1.83°N,76.45°W,,,,
Cuxliquel,https://volcano.si.edu/gallery/photos/GVP-10497.jpg,Lava dome(s),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"3029 m, 9938 ft",14.889°N,91.398°W,24690,24690,69813,2253282
Dacht-i-Navar Group,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Afghanistan,Volcanic Region,Middle East (eastern),pleistocene,Pleistocene,"3800 m, 12467 ft",33.95°N,67.92°E,,,,
